"helpfulVotes","publishedDate","publishedPlatform","rating","text","title","tripType"
"0","2016-01-16","OTHER","4","always thought what would these big universities look like. The aura is so calm and different. We couldnt see much as some of the classes were on. but it was a nice visit. we saw the Hogwarts dinning hall and it was a nice trip
Month of visit May 2011","Mecca of Education","NONE"
"0","2016-01-16","OTHER","5","Very beautiful to walk around and view the many splendid buildings and gaze at the old world architecture. Many shops and places to dine.","Beautiful Old Historical University","FAMILY"
"0","2016-01-14","OTHER","5","It is difficult to go to one part of Oxford and say you have visited the University. It is spread out through the centre of Oxford and beyond. There are numerous ancient colleges, several of which can be visited during opening hours.most of these institutions have been there for hundreds of years, and this is part of the timeless appeal of the University. One of the best ways of visiting it is to wander the streets with the help of a street map and locate the various colleges.","All around you in the City Centre","FRIENDS"
"0","2016-01-13","OTHER","5","This was a lovely day out very peaceful lots to see in Oxford the university is a grand building like being in Harry potter.it was nice to walk around the different buildings that they have in Oxford there is also a high street with lots of shop but very busy loads of places to eat.lots of walking so wear comfortable footwear,","Beautiful","COUPLES"
"0","2016-01-07","OTHER","5","This is a really beautiful collection of Universities in Oxford.  Walking around you feel like you are on a movie set.  We took a walking tour with The Oxford Walking Tour group.  It was really worth the time and the money.  We were staying in London.  It is a lovely and easy day trip on the train.","Fascinating!","NONE"
"0","2015-12-30","OTHER","4","We visited Oxford right in the middle of the exam period. This meant many of the university buildings were closed to the public. In saying that, we still were able to soak in the atmosphere of the city and enjoy the buzz of students preparing for exams. I would recommend not trying to park in town but taking advantage of the park and ride buses.","Beautiful old building","NONE"
"0","2015-12-30","MOBILE","5","The architecture is simply breathtaking. So many buildings that offer such a rich ambience for this renowned university. 

Must see!","Gorgeous","COUPLES"
"5","2015-12-29","OTHER","5","University of Oxford is not a single campus. It is composite of 38 colleges. Each college will charge you separately for your visit.  While visiting U of O is a must for anyone who tours UK, one needs to figure out how to stretch one's wallet and time. Are you a Harry Potter fan? You can search online for a good itinerary. Like politics? There are a few guides spotting the old rooms of famous politicians / prime ministers. Arts? Some colleges have better collections than others. Architecture focused? You got it. Look for Lewis Carroll's footsteps? There are many ways to visit this great university. If you were lost, you may start with a guided tour. There are many to choose from. Once you got the generally idea of the university, you can go back to visit the college(s) you impressed most. ","Fascinating group of colleges to visit, but it would cost you dearly","NONE"
"0","2015-12-29","OTHER","4","Its is old, grand and exceptionally pretentious, but in all the good ways.  Would have been dissapointed in anything less.  When I come to a age old University, I want it to shout at me how awsome it is and it does not dissapoint.","Everything you thought it was","FRIENDS"
"0","2015-12-27","OTHER","4","We didn't have a lot of time but we did a self-guided tour of Oxford. Well worth the time just for the architecture - a good place for a long walk! Don't miss Christ Church!","Lots of history here!","COUPLES"
"0","2015-12-26","MOBILE","5","The review would be the same as what I've written for the Oxford university gardens

But nevertheless it's a place you just don't want to leave ","Very inspiring ","FRIENDS"
"0","2015-12-21","OTHER","5","I was speechless when I saw the architecture of the buildings , this is one of the oldest university in the world . education level is as high as you can imagine. I wish I studied here.","BEST EDUCATION","SOLO"
"0","2015-12-20","MOBILE","4","Just great to see the old haunts. Went to Catz. Two lovely gents on lodge, showed us around. This was so good. Thanks. Some great people.","Going back in time","NONE"
"0","2015-12-20","OTHER","5","Oxford is quite a small city so you can access most of the colleges and famous buildings on foot. Oxford is known worldwide, its history as a leading academic institution and the TV shows and films which follow. Amazing architecture, welcoming place.","Simply the best university","SOLO"
"0","2015-12-19","MOBILE","4","the university just looks like straight out of harry potter. super impressive and beautiful. overall it's a very nice town.","lovely place","SOLO"
"4","2015-12-16","OTHER","5","Many majestic and beautiful buildings... they allow free entry to some places but some area like Bodleian Library charge a small fee for entrance to certain areas.  There's street side parking on Park Street near New Bohleian Library. Easy walk to Covered market, Bridge of Sighs etc...","Beautiful University Buildings and Grounds..","NONE"
"3","2015-12-16","OTHER","5","Those 'in the know' know that there is no Oxford University but a collection of separate colleges; I'd suggest FIRST visiting the Oxford Experience place (with entrance fee) in Broad Street and then going on a conducted walking tour (usually by post-grad students with a great sense of humour). Just a shame you can't get inside some of the colleges. Be prepared for a good (60-90minutes) walk, but with plenty of laughs (we had 'English weather' i.e. rain squalls); the buildings are incredible, the stories were delightful; the atmosphere really is inspiring (makes me want to go back to uni, but there this time), the locals ('gown' and 'town') are friendly and smiling (for the most part). Often lots happening, as its a uni town. Beware the bicycles swishing by.","Hard not to gawp at all the wonderful 'dreaming spires' and stories!","FRIENDS"
"0","2015-12-15","OTHER","5","I spent 4 weeks studying in Oxford as part of an education abroad program through my university. I can't even begin to describe how amazing the experience was. It was an unforgettable experience! I wish I would have had more than 4 weeks to spend there!","Mezmerizing Colleges and City","SOLO"
"0","2015-12-06","OTHER","5","A great experience to be able to visit one of the oldest and established universities in the world. Its like a huge town of its own with old but beautiful buildings. Would love to visit again :)","Beautiful antique buildings","NONE"
"0","2015-12-04","OTHER","5","The University is all over Oxford, & Wellington Square is just the admin offices, & does not rate a visit. The colleges are the parts people want to see, but they mostly have visiting-times posted at their doors. One way of seeing some of the University is to join a walking-tour, but be prepared for a couple of hours on it, and do choose an interesting guide! I say I'm a cheat, because I'm a part-time worker for the University, so I do see some of the parts the public usually cannot get into. ","Bit Of A Cheat, Really","COUPLES"
"0","2015-12-02","OTHER","5","Oxford is prestigious for a reason and it does take your breath away. Christchurch is where the Harry Potter filming took place and is always splendid to see. The architecture is pretty special. It is a must see. ","Beautiful University","COUPLES"
"0","2015-11-30","OTHER","5","There is a great deal happening in and around the University. This visit was simply to see my son, a new student.
Walks,talks, punting,film, theatre, an array of eating places; you can spend a great deal of time hunting for the things which appeal to you and yours'.
Weather permitting, the historical walks are both fun and infirmative.","Time in Oxford","SOLO"
"0","2015-11-26","OTHER","5","Everything about Oxford is nice. The young student crowd, the bars and restaurants and the general atmosphere around town. The place preserves its character which is great. Don't do Oxford as a day trip. Plan a night out and you'll really enjoy. Visit the Oxford castle along with the normal tourist circuit. For staying, if you are not drinking and driving then check wonderful small lodgings in the Cotswold.","Must visit...........citadel of modern Education","FAMILY"
"0","2015-11-24","OTHER","5","You can't help but to feel a little humbled and small when you absorb the history and traditions of this place. A must see. Very lucky students!","800+ Year campus buildings will leave you in aww","BUSINESS"
"0","2015-11-23","OTHER","5","We love wondering from college to college, quadrangle to quadrangle. It's free, it's very peaceful and pleasing, and reminiscent of the rich history of Oxford.","Oh, the architecture!","COUPLES"
"0","2015-11-22","OTHER","5","The University consist of over 2 dozen colleges that are all over the city.  We took a double decker bus around Oxford and were able to go inside the school halls of 1 of the colleges.  Oxford is a great city to visit and spend some time.","Oxford","COUPLES"
"0","2015-11-17","OTHER","5","What a beautiful university that is steeped in history.  The buildings are amazing works of art.  I had the privilege of being shown several colleges by a friend who studies there.  Some colleges are free to enter while others require a payment.  Even if you're unable to enter the buildings or don't want to pay, it's simply breathtaking to just admire the beautiful masonry.","Simply beautiful","FRIENDS"
"0","2015-11-17","OTHER","5","Don't expect a campus, as this is a collegiate university, and many of the colleges are open to the public. There are specific sites which people equate to the University, one being the Bodleian Camera (part of the library) and the other being Christchurch college and cathedral. Wellington Square is where you will find the unremarkable university offices. Other sites of interest are the Sheldonian theatre, where the Encaenia gathers and degree ceremonies take place and the Bodleian Quad.","You are Surrounded by the University","SOLO"
"0","2015-11-11","OTHER","5","Most of the colleges are worth a visit. But much better to join a tour where you will see the best colleges and learn plenty of history.

If you're not joining a tour, New College, Magdalen College and Christ Church are the best I have been to. Christ Church and New College are great for Harry Potter fans.","Taking a tour is the best way to see the colleges","COUPLES"
"0","2015-11-11","OTHER","4","The university is really a collection of individual colleges often of great historical and architectural merit built chiefly to the east and south east of Carfax, a classic 'compass points' crossroads marking out the centre of the city.  

The lower-lying land to the west is where the oxen-crossing-the-ford concept belongs not up on the higher land where the colleges are.  As well as a university there are splendid museums - Ashmolean, University and Pitt Rivers to name but three and because of the course of the rivers Thames and Cherwell, there are green fingers extending right into the main urban areas.  

Although it is only possible to climb a couple of church towers it is worth doing this to see the prominent older buildings and rather miraculously much of the newer city and the extensive eastern suburbs disappear in the trees and folds of the land.  There is however a BMW car plant building the Mini only 5 miles to the east!

Personally I find it much better laid out as an ancient settlement than Cambridge.  If visiting the UK and coming here for the first time, there are incredibly frequent, high quality coach services from central London stops as well as two distinct rail services.  If time is limited I would suggest forgoing a visit to Blenheim Palace and Woodstock and concentrate on the city.  Don't miss Blackwells bookshop complex under and above ground either, nor Christchurch Meadows, nor Christchurch Cathedral and have tea in the Randolph Hotel!","A university, a city and a town of such great historical merit","COUPLES"
"0","2015-11-06","OTHER","5","If you visit England without visiting Oxford and the colleges then you're really are missing a lot.

If you are lucky enough to get here, you are in for a real treat. This is an amazing treasure trove of incredible buildings - each architecturally stunning and a monument in its own right. It is every bit as picturesque and dramatic as it is captured on film. Being there, you actually appreciate the scale of these wonderful classic monuments. 

To think that so many great minds emerged from the corridors of these colleges, it is even more awe-inspiring.

Many of the buildings are not open to the public but there is so much to see, you probably can't fit it all in on one day anyway.

There are some interesting small businesses around the University, e.g. traditional book binders and, of course, handmade Oxford shoes shops. There are always some activities going on inside the city... someone singing opera, someone playing the cello ... all very serene.

I have visited many times but my jaws still drop every time.","Most Beautiful University City in the World","FRIENDS"
"0","2015-11-04","OTHER","5","Oxford is stunning. It's everything you expect from years of seeing it on film...and then more. And it is simply saturated with history. So, you could just wander the gorgeous streets alone and soak it all up. Not a bad plan. Or you could join one the many walking tours available and make sure you get every fabulous snippet of information. Or you could do both. In the reverse order - obviously. You can't expect to see it all properly in a few hours but don't let lack of time put you off. Seeing something is better than not going; and you can do a lot in three or four hours. I spent a great morning here and then took the local bus to Blenheim. Review posted. Ask at Paddington Station information a few days before you go to get a well priced train/bus/Palace ticket combo. Well worth it.","Take a walking tour to really appreciate and understand its history","SOLO"
"0","2015-11-02","OTHER","5","would have  really loved to be a part  of this place.it is  so peaceful and  beautiful .there is a serenity about this place.i just decided to walk  all around oxford","just too beautiful","SOLO"
"1","2015-11-01","OTHER","4","What a gorgeous way to spend the day walking around one of the most iconic cities in England. The buildings are monumental, towering and overpowering in their beauty.","You can feel the history!","NONE"
"1","2015-11-01","OTHER","5","The University of Oxford is a federation of 38 self governing colleges and 6 private halls with shared academic departments across the colleges and shared administrative authority in the hands of a Chancellor, Vice-Chancellor and Registrar.  Quite different from American Universities, undergraduates are taught primarily in tutorials where 1-4 students meet weekly with a professor and review their work (usually essays for the arts, problem sets for the sciences).  With over 11,500 undergrads and 9,800 graduate students, Oxford still maintains a sense of intimacy because of the unique individual colleges where student reside.
 This city of dreaming spires is one of the greatest architectural treasures of the world.  From the medieval mob quad at Merton, to the Divinity School, to Duke Humphrey's Reading Room, to Christ Church Cathedral, to the Radcliffe Camera, to the Sheldonian Theatre to the individual college precincts, you could spent years here discovering all that Oxford has to offer. This is a magical, timeless place where I spent some of my happiest, most intellectually stimulating days as a student.  Magnificent, eternal Oxford-come for a day or a term and know that your life will be enriched and your memories will be cherished.","Magnificent, eternal Oxford-the place of dreaming spires","FAMILY"
"0","2015-10-31","OTHER","5","It is a must do when in Oxford. There is the feeling of being part of another world. Every corner evoke history. Every building evokes curiosity even names of people that probably crossed their doors. amazing experience.","A step in the culture history.","BUSINESS"
"1","2015-10-30","OTHER","5","Great Scott!  Blimey!  The English bury us!  

I have explored the campuses of Harvard, M.I.T., Princeton, Yale, Stanford, Duke, Carnegie Mellon, Rutgers, College of William and Mary,  University of Virginia, and Virginia Tech.  The combined campuses of these American universities cannot hold a candle to Oxford.

The beauty, splendor, and history of the university and village take my breath away.  My eyes 
cannot absorb and feet cannot move fast enough as churches, buildings, shops, quads, alleyways, and streets, unfold.  They cannot be duplicated.  This is a university?  

It is unreal.  Oxford seems more like a scene from a movie set or television series or story books.  Where is my Prince Charming on his white horse to carry me off?  Where is my golden carriage that magically changes from a pumpkin?  I will even settle for Rumpelstiltskin!

I sit on a bench in an English garden at the university.  Mesmerized and soothed by the quiet, stillness, unusual flowers, and pristine garden, I do not want to let go of the afternoon.  Solitary with no one or noise to break the silence, it is tranquil.  I wish and pray for this peace to visit every human being on this earth.

The Bodleian Library imposes in physical building and contents.  It is one of the oldest library in the world.  It has an original script of the Magna Carta and the original manuscript of the ""Wind in the Willows.""  Groups of tourists are lectured and taken by hand to explore.

I touch the walls of the buildings on various campuses to ensure that they are real.  I take many photos to prove that I am here.

It is free entrance to the Museum of Natural History.   Lots of animal bones and Pitts' junk from his attic!  Many high school groups with bored students too.  

If I can go back in time, I should have been a more serious and industrious student.  I should not have squandered my youth.  I would give my left arm to attend this awesome university.  Who knew such a place existed?  Oxford University inspires.  

On the other hand, there are also many distractions to keep a student from staying focused.  Besides the university, there is a beautiful village/town.  It is easy walking.  The canal is picturesque.  Picnics come to mind.  A Rhodes scholar hungering for home-cooked food used to relax there with fried chicken lunches brought by his family on Sundays. 

The Oxford University Press has a store front on one of the main streets.  Millions of books are published by them.  There is also a big bookstore on the corner with a great children book section in the basement.  It is similar to Barnes and Noble but with more English authors such as Enid Blyton and ballet books on Margot Fonteyn.  I fruitlessly search everywhere in Central London for children CDs and find them instead in this bookstore.  

A flea market with fresh produce, breads, blood sausages, flowers, hardware, and delicious food lends a less stuffy and intellectual atmosphere to Oxford.  International students joyfully stuff themselves on Asian food such as steamed dumplings, satay, and fried noodles sold by mom and pop owners.

Getting to Oxford is easy.  A train from Paddington costs about $40 round-trip per person.  There are buses also from Victoria.  It takes about one hour with many interesting sights.  I see grazing sheep on the way over and a giant rainbow on the way back to Central London.  What a memorable visit.  Hats off to the British.

","Goodness Gracious!  Holy Mackerel!  Jiminy Cricket!","NONE"
"1","2015-10-29","MOBILE","5","Oxford university is a spread of colleges across the Oxford city. The whole city oozes of education atmosphere. You can cover this city by taking hop on hop off buses that will take you around all colleges and other important locations. You may also try walking tours. Good to expose teenagers to this city to show them what One of the best universities of the world looks like. It is around 2 hours alway from London and need to take national train which are very convenient. You get buses at the rail station itself. ","Wonderful city to cover","FAMILY"
"3","2015-10-28","MOBILE","5","A must-see in the city of course. Take a stroll at the University various park and visit some of the colleges, grab a book and sit down the green pasture, go punting around the university etc. There are just so much to do and see. Enjoyed every bit of the scenic view.","A glimpse of the city of spires","NONE"
"0","2015-10-27","OTHER","4","After so many years it was good to visit the Oxford campus again.  Since both of us have been influenced to such a great extent by English literature it is not surprising that Oxford has always held a special place in our hearts, a sentiment that continues to this day.  

The campus is dotted with distinguished colleges and historic buildings that have long housed many of the great English scholars and it is particularly enjoyable to wander through these grand halls and appreciate the superb architecture.  If your tastes run to pub appreciation, you will find a large number of excellent pubs in Oxford. 

A guided tour with a knowledgeable local guide is highly recommended for those who are unfamiliar with the university.","A trip down memory lane at the University of Oxford.","COUPLES"
"0","2015-10-24","MOBILE","4","All round good museum, lots to see and me and the Mrs thoroughly enjoyed it, plus its free which makes it even better  ;) ","Holiday visit","COUPLES"
"0","2015-10-21","OTHER","5","This place can show all of feelings what you imagin about the perfect university. Green garden, quiet corridor etc ...","I wish I could learn in the school","NONE"
"0","2015-10-21","OTHER","4","The whole world seems to know of Christ Church because of it's Harry Potter links so many overseas tourists, especially young ones!. Everyone wants to see the Dining Hall and on the day we visited it did not open until about 2pm so a lot of  people were turning away to go back later in the day. 

We spoke to the person on the ticket desk and they advised us to view the cathedral and the rest of the College as it wasn't to busy and keep our ticket and come back in the afternoon. So this we did & it wasn't to crowded at all about 10.30 am. but when we came back there must have been at least 100 people lining up to buy their tickets. So already having purchased our tickets we just walked straight past the line of people. Just as well because then we had to join the line to go into the Hall and shuffle around but at least we only had one line to join.","Go early, keep your ticket and come back!","COUPLES"
"0","2015-10-19","OTHER","3","Our visit here was highlighted by going to Starbucks and shopping for gifts and personal items.  Most everything university  is guarded or locked up so the visit's value is diminished by that.
This should be the concern of the tour operator, Golden Tours.","Amazing place, but?","NONE"
"0","2015-10-19","OTHER","5","We had a guided tour of the Oxford colleges learning so much about the early English education system and the effect that religious changes had on the buildings over time. The architecture is superb . Students who are lucky enough to win a place here are very have the world of learning at their feet. So glad we came .","Living History","FRIENDS"
"0","2015-10-16","MOBILE","4","Oxford has a plethora of listed buildings and some great places and Colleges to see. Well worth a day wandering and enjoying. It lacks the concentrated beauty of Cambridge where the Colleges are located centrally and confined by the River Cam. Sorry to be controversial Cambridge!","Cambridge beats Oxford for tourists......","FRIENDS"
"0","2015-10-15","OTHER","5","If you have time and love literature and univercities you have to go. Pay for some of the many offered guide tours and grab you camera. Lovely place, so much history.","A must","NONE"
"3","2015-10-13","OTHER","5","The University of Oxford has held special significance for me since I was in High School with dreams of attending this great academic institution as an international student.  Time and circumstance (lack of funding) did not allow this, but the fervour to visit did not diminish over the decades, and when I finally visited as a tourist last Jul, this attraction definitely did not disappoint.  As the oldest universities in the English-speaking world, the grandeur of the distinguished colleges and buildings seem incongruous with the modern student population and more prosaic student support services. As an ardent bibliophile, I thoroughly enjoyed wandering the halls and marvelling the significance of the Bodleian library and of those that frequented its spaces (think C.S. Lewis, Oscar Wilde, and Tolkein).  We were allowed to wander the grounds and marvel the architecture of olde.  We climbed the narrow spiralling staircase of the University Church of St. Mary the Virgin (separate review) and sat on the student benches of the Divinity School.  An amazing foray into historic academia!","Revered academic institutional must-see!","COUPLES"
"0","2015-10-13","OTHER","5","I had a seminar at the Smith School of Economics and the Environment. But we walked all through several colleges in the University and were doubly impressed by awesome history and architecture at every turn.","Lots of Kind and Brilliant people - awesome architecture","SOLO"
"1","2015-10-12","OTHER","5","It a pity I only spend half a day in Oxford, so much to see. This university is split in various separate little campus's that is more beautiful than the other. Do wear comfortable shoes because you will walk a lot. A must.","Amazing","FRIENDS"
"0","2015-10-08","OTHER","3","Obviously historic but the city centre is in need of a good clean and repair. Cambridge realy cares fors it's visitors. Oxford seems to expect people just to stand in ore!","Oxford need to invest in cleaning their town centre","COUPLES"
"1","2015-10-02","OTHER","5","A tour around Oxford is a joy to anyone interested in the history of higher education. Don't miss the place where movies have been set, such as Harry Potter's.
","Literally walk through the Oxford campus - that's the whole city!","BUSINESS"
"0","2015-10-02","OTHER","5","Had heard a lot about the Oxford University. This was my first chance to catch a glimpse of it and I made the most of it. Went there on a fine Saturday afternoon and tried to cover the entire university and I believe I covered most of it. Nice colleges, nice greenery around , nice gardens as well and a kind of a lake where you can do boating as well. Enjoyed my walk down the University of Oxford to the fullest..","A glorious afternoon at the Oxford University","SOLO"
"0","2015-10-01","OTHER","5","We took a tour around Oxford and this was the highlight. The University is divided into about a dozen colleges so there is plenty of walking and each building is comparably beautiful. ","Stunning University","FRIENDS"
"1","2015-09-29","OTHER","5","It was an unforgettable experience, we took a train and walked from the station to the many colleges and university, students atmosphere while centuries, historic buildings, and beauty spot every way. Many green parks, and a small river near the station , don t miss it","Visit Oxford, walk the historical streets.......! You can take a train from London","COUPLES"
"0","2015-09-29","OTHER","5","Having not attended Oxford University, we wanted to see the colleges.  I did not expect the colleges to be set in urban setting.  I highly recommend a guided walking tour.  Our tour lasted 2 hours.  We had an excellent guide then thoroughly enjoyed getting to know the University.  ","Need a guided tour to enjoy","NONE"
"1","2015-09-29","OTHER","5","Seeing the great buildings close up were amazing.  The colleges mingle well into the centre of Oxford.  A great atmosphere.","Wow","COUPLES"
"1","2015-09-28","OTHER","4","Oxford is made up of many colleges and each of them have different attractions. Must go = Trinity and Magdalen college. The latter has a deer farm which houses many deers. You need to pay to enter both colleges. 

For shopping, do note that the official shop is rather far down the road at high street. the name of the shop is Oxford University (something like that) and not those named ""Varsity Shop"" etc. you can buy the authentic oxford merchandises but it is rather overpriced","Nice Place","SOLO"
"1","2015-09-26","MOBILE","5","If you're visiting the UK, make sure you make a trip to Oxford. Go to Radcliffe Square, visit Magdalen College and Christ Church College to see the great hall. Amazing! ","Amazing place full of history","FRIENDS"
"2","2015-09-23","OTHER","5","What can I say? It is an exciting place and I happened to be there when the freshmen were coming and classes were about to start in a week - very exciting time. I went to all the historical places, including those pubs you here about, e.g., King's Arm.","Oxford city - an exciting place to be!","SOLO"
"1","2015-09-22","OTHER","5","What a joy to stand before this magnificent building. Finally at the foot of my top-listed place to visit. Great architecture. Cheers Oxford. So happy admiring this academic landmark !","Academic joy !","NONE"
"0","2015-09-22","OTHER","5","Lovely campus, so much history and grandeur in their architecture, it almost baffles me. And its soo ancient. Its astounding to be surrounded by so many Nobel laurates at once.","Oxford is worth a visit, or few","NONE"
"1","2015-09-20","OTHER","5","Visiting Oxford is like walking through a fairy tale.  Just beautiful!  Love visiting an photographing the colleges.  Amazing architecture.  A must see!","Gorgeous and Historic","COUPLES"
"1","2015-09-19","OTHER","5","We spent two days wandering through central Oxford & it's university. We were blown away by how beautiful the buildings are, everything has been preserved to a very high standard.

We visited on a Friday and a Saturday. The Friday was much quieter and more relaxing, the streets were very crowded on Saturday, with 12pm Saturday being the busiest time.","Blown away by beautiful Oxford","COUPLES"
"0","2015-09-19","OTHER","5","What a fascinating City Oxford is, although I must be honest, I prefer Cambridge! There are so many historic buildings to see.","Two day visit to Oxford & the University Colleges.","NONE"
"2","2015-09-15","OTHER","5","A place with history and tradition, and you can feel the maze of this place when you talk freely on streets. Oxford and the university are nice place to either live or tour.","Superb!","FAMILY"
"0","2015-09-14","OTHER","4","This is what I wanted university to look like when I was a growing up. Oh well. Visiting was great, the place is so chalk full of fun little anecdotes and stories, you could spend weeks there learning all of its quirks. It was gorgeous and lucky for us we got to see while it was sunny a nice outside too!","The stuff of a little girls dreams","NONE"
"1","2015-09-13","OTHER","5","Oxford has to be one of the most undervalued, unrecognized places in Europe, especially to all of those living outside the UK. Everyone knows it for the University, while it's not common to think of it in terms of it's very authentic atmosphere, a beautiful and congruent architectural landscape, and lots of friendly people to meet at some of the historic pubs that are in vast supply everywhere.","I wasn't expecting these places to be this beautiful","SOLO"
"0","2015-09-13","MOBILE","5","Very interesting building and it is so huge.
I wish I could have studied there as well :)
Unfortunately we haven't been inside because all the tickets were already sold.
You can only get in by a tourist tour and the tickets are limited. Buy them preferably in advance.","So nice","FRIENDS"
"0","2015-09-12","OTHER","4","Great campus.Small city,great university.No more words.It is worthy visiting.I bought an Oxford university pin as a souvenir.Only two days are too short.Oxford is also a beautiful city.Just a little bit crowded.Have an umbrella with you.","Oxford university is so attractive.","NONE"
"0","2015-09-11","OTHER","5","Went to Christchurch and Jesus Colleges, they were just awesome, quite expensive. What a place. The side streets are truly medieval and atmospheric. Great shops if that's what you want, the Ashmolean Museum is just the best and free.","Our history in one city","FRIENDS"
"0","2015-09-11","OTHER","5","Long cherished dream came true. Could attend the University for education but could visit it.  Now I am 'Oxford return'","Mecca of Education","COUPLES"
"0","2015-09-09","OTHER","5","What an amazing city!.  Only an hour from London and so worth the trip.  So much to see and do.  Try the Hop on - Hop off bus for a great overview.  ","Be sure to Visit!","COUPLES"
"0","2015-09-08","OTHER","4","We came across the university when we were walking around just taking in the sites. We only spent the day looking around but the university had outstanding architecture. Everytime you looked at a different wall there was faces to be seen. Would recommend you check it out.","Interesting","COUPLES"
"1","2015-09-06","OTHER","5","Oxford uni is steeped in history - there are so many great stories behind every university college and the town itself.  We spent a weekend here and we suggest...

1/  If you visit during summer break stay at one of the university's colleges.  We stayed at Christ Church.  The rooms were huge, shared bathroom/toilet and breakfast was included.  As Oxford is a proper town, staying at a B&B may mean staying some distance from the University (and less convenient).  It also means you get access to the college grounds and halls that are off limits to tourists.

2/  Do a free walking tour of Oxford University (note you can tip the tour guide how much you think it is worth at the end).  The meeting point is on the main high street.

3/  Have a go at Punting - we got a boat at Magdalen Bridge boat house, and the route was just the right length for punting newbies.  You can also park the boats along the way and have a picnic to get your strength back.

4/  Food/Drink: Turf tavern - cute pub hidden down a lane way..has outdoor area.  Al-Andalus tapas - very good Spanish tapas.

And for those of you who want a bit of a dance at the end of the evening, we ended up at Lola-Lo..plays music that everyone can dance to.","Wonderful weekend away","FRIENDS"
"2","2015-09-05","OTHER","4","We booked the 2 hr walking tour paying £10 each so that we could see inside some of the buildings. It was lovely to see all the hi lights .  ","Make sure you book the footprints tour. ( we booked the £10 one but there is a free one available for","COUPLES"
"1","2015-09-03","OTHER","5","We caught the train from Paddington to Oxford (easy 1 hour). From the railway station we caught the local bus to Oxford town itself. It was interesting to see so many of the colleges. 
I would recommend some sort of organised tour where you can visit the inside and hear some information. 
There were many tourists but the town still felt real. 
It was a very enjoyable and interesting day. ","An Interesting Day Out","NONE"
"1","2015-09-03","MOBILE","5","I took my daughter to this place, we visited the dinning room where Harry Potter movie was filmed. 

So much to see, amazing portraits and great attention to details, so well preserved and greatly maintained. It's such a nice feeling walking around the campus and thinking of how many great scholars that passed through the same streets and contributed to this famous establishment. 

We enjoyed visiting this place and we walked out with many warm and happy memories. ","Amazing Architecture smells of history   ","FAMILY"
"0","2015-09-01","OTHER","4","History buffs and Harry Potter fans will have a wonderful time meandering around the streets of Oxford. Gorgeous, historic colleges and churches, loads of atmosphere. Only suggestion: try and avoid the tourist silly season and avoid being poked in the eye by selfie sticks. BTW that's easier said than done...it seems tourist season is almost round the year.","Lots of histroy. And tourists","FAMILY"
"1","2015-09-01","OTHER","4","I had a day trip to Oxford and of course one of the main attractions was the university campus. It's just majestic. Must visit.","Nice walk in the campus","NONE"
"1","2015-08-31","OTHER","5","The University buildings and grounds will be familiar to many television viewers, in particular those who watch the Morse and Lewis detective shows. The reality, when wandering by yourself or friends is quite different. Spectacular is the word. The history of the University's colleges, how they were created, the people who created them, financed them, and now use them is mind-blowing. If possible you MUST visit some of the colleges; Christ Church (1525), All Souls (1438)  and New College (1379) are wonderful. If a tour of the Bodleian Library is available, take it.  Individual colleges have their own visiting hours, so check to save missing out. Besides the Uni, the city of Oxford is lovely. Three days could easily be filled. ","Reality beats television","NONE"
"1","2015-08-30","OTHER","5","Wow::::::   What a great opportunity to see OXFORD grounds.  Who knew about this amazing University.  Just enjoy the old buildings and dream of going back to school.  Not to big so you can look around and just stare.","PHEWW WE","FRIENDS"
"0","2015-08-29","OTHER","5","A wonderful place steeped in History and a must for everyone to visit when in Oxford. The Cathedral is a place of peace, beauty and tranquillity.","A Must See when in Oxford","COUPLES"
"0","2015-08-27","OTHER","4","In the rain and with major road construction all over town, hard to find parking didn't make for a good arrival into town.  BEWARE OF BUS LANES ONLY, park outside the main areas as in town gets crazy with streets for buses only.
Once you get thru all the mess of arriving and finding parking and can leave that chaos behind, walking thru town is great fun and many great buildings.  Big disappointment on how expensive to get into colleges: Christ Church is 9pounds!  seems ridiculous expensive to walk in and take  few pics so you can walk all around the outside for free.  I don't mind paying a few pounds to pay for maintenance and staffing but 9 pounds to see inside a college is silly.  other colleges were less expensive but also because much smaller.  we chose stop just enjoy the outside but missed all the great interior.  you need a FULL day here or more!","beware of major road construction but worth the hassle","COUPLES"
"0","2015-08-25","MOBILE","5","The University is embedded in Oxford and there is a lot to see and do. Loads of history, lots to see and do - from food to punting to museums to colleges. Wonderful to explore and a lot of change so a great place to go back to time and again. ","Spectacular ","FRIENDS"
"0","2015-08-24","MOBILE","4","My teenager wanted to see either of England's famous universities, so off to Oxford we went. It is the oldest university in the English-speaking world, and is considered one of the best universities in the world.  It is composed of 38 separate colleges and uses the tutorial method of instruction. Many walking tours with a local guide can be arranged but we chose to walk along its streets and admire the old edifices on our own. It was interesting to see the students dressed formally in togas for their classes. ","Half-day trip to Oxford U from London","FAMILY"
"1","2015-08-23","OTHER","5","Fantastic city, loads to see and do.  Colleges and museums are worth a visit and punting is a must!  We visited for the University Open Days and we did the tours of as many Colleges as possible  - but there are so many - it was very hard to fit everything we wanted to see in the time we had!!","Open Days","SOLO"
